Invoice_Number,Date,Time,Internal_Toy_ID_Number,Toy_Item_Number,Toy_Company,Toy_Name,Suggested_Age,Units_Sold,Total_Line_Revenue,Total_COGS,Payment,Cashier_ID,Member,Coupon,Purchaser_Age,Parking_Validation
658278,2010-11-26,19:56,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,L.W.|880-4986,No,No,36,No
658280,2010-11-26,11:15,D254/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Discover,S.Y.|880-3139,No,No,32,No
658330,2010-11-26,19:00,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,U.O.|880-3720,No,No,36,No
658361,2010-11-27,15:36,L330/GN,330,Lego,Gas Station,8 and up,1,32.95,19.11,Visa,B.Y.|880-6845,No,Yes,47,No
658387,2010-11-27,12:25,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Discover,N.W.|880-6237,No,No,32,No
658404,2010-11-27,12:16,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,S.V.|880-5987,No,Yes,21,No
658406,2010-11-27,10:55,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,B.Y.|880-6845,No,No,34,No
658406,2010-11-27,10:55,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,B.Y.|880-6845,No,No,34,No
658456,2010-11-27,14:18,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,66,No
658456,2010-11-27,14:18,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,D.S.|880-7532,No,No,66,No
658476,2010-11-28,15:13,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,V.W.|880-4523,No,No,34,No
658499,2010-11-28,16:56,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,Z.T.|880-7477,No,No,39,No
658521,2010-11-28,14:47,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,B.B.|880-9330,No,No,66,No
658562,2010-11-28,13:23,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,D.U.|880-2953,No,No,34,No
658599,2010-11-28,14:37,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,D.Z.|880-1179,No,Yes,41,No
658628,2010-11-28,13:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,W.C.|880-4861,Yes,No,48,No
658641,2010-11-28,16:19,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.Y.|880-6845,No,No,34,No
658688,2010-11-29,13:30,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,L.W.|880-4986,No,No,53,No
658701,2010-11-29,11:31,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,L.W.|880-4986,No,No,43,No
658715,2010-11-29,12:50,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Mastercard,V.W.|880-8599,No,No,39,No
658755,2010-11-29,12:24,L210/CS,210,Lego,Cowboys with Horses,6 and up,4,37.8,18.52,Visa,V.W.|880-8599,No,No,31,No
658773,2010-11-29,11:57,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,A.U.|880-2167,No,No,34,No
658817,2010-11-30,11:05,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,N.C.|880-3850,No,No,31,Yes
658851,2010-11-30,14:02,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,W.C.|880-4861,No,No,36,No
658858,2010-11-30,11:50,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,W.B.|880-9647,No,No,38,No
658894,2010-11-30,12:46,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Cash,D.W.|880-7199,No,Yes,43,No
658894,2010-11-30,12:46,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,D.W.|880-7199,No,Yes,43,No
658915,2010-12-01,18:03,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,S.V.|880-5987,No,No,39,No
658942,2010-12-01,11:16,L330/GN,330,Lego,Gas Station,8 and up,2,65.9,38.22,Visa,V.W.|880-8599,No,No,31,No
658968,2010-12-01,11:03,L197/FS,199,Duplo,Scooter,4 and up,4,19.8,10.08,Cash,S.V.|880-5987,No,No,27,Yes
659005,2010-12-01,13:00,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,Y.P.|880-6894,No,No,36,No
659005,2010-12-01,13:00,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Y.P.|880-6894,No,No,36,No
659007,2010-12-02,13:16,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,N.W.|880-6237,Yes,Yes,30,No
659039,2010-12-02,11:30,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Mastercard,N.W.|880-6237,Yes,No,55,Yes
659065,2010-12-02,16:13,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,N.W.|880-6237,No,No,33,Yes
659082,2010-12-02,12:18,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Check,D.W.|880-7199,No,No,39,Yes
659106,2010-12-02,18:23,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Discover,H.B.|880-3254,No,No,34,No
659126,2010-12-02,15:17,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.S.|880-7532,No,No,39,Yes
659155,2010-12-02,16:20,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,Y.P.|880-6894,No,No,32,No
659189,2010-12-02,14:21,D198/LX,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Z.Q.|880-4240,No,No,47,No
659211,2010-12-03,11:55,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,H.B.|880-3254,No,No,32,No
659219,2010-12-03,13:50,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.X.|880-9149,No,No,25,Yes
659261,2010-12-03,11:11,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,V.W.|880-4523,No,No,40,No
659269,2010-12-03,13:43,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,P.N.|880-3021,No,No,44,Yes
659277,2010-12-04,9:50,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Cash,D.Z.|880-1179,Yes,No,73,Yes
659294,2010-12-04,11:57,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,Y.P.|880-6894,No,No,25,No
659294,2010-12-04,11:57,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,Y.P.|880-6894,No,No,25,No
659343,2010-12-05,16:59,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,B.Y.|880-6845,No,No,47,No
659353,2010-12-05,11:27,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,V.W.|880-8599,No,No,27,Yes
659395,2010-12-05,14:23,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,C.X.|880-3590,No,No,48,No
659439,2010-12-05,8:54,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,D.W.|880-7199,No,No,41,No
659439,2010-12-05,8:54,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Mastercard,D.W.|880-7199,No,No,41,No
659457,2010-12-05,16:34,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,25,Yes
659478,2010-12-06,16:59,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,L.C.|880-6872,No,No,42,No
659504,2010-12-06,14:31,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,S.Y.|880-3139,No,No,29,No
659552,2010-12-06,13:47,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,L.C.|880-6872,No,No,30,No
659552,2010-12-06,13:47,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,L.C.|880-6872,No,No,30,No
659591,2010-12-06,16:34,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,P.N.|880-3021,No,No,58,No
659591,2010-12-06,16:34,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,P.N.|880-3021,No,No,58,No
659616,2010-12-06,17:54,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,Z.T.|880-7477,No,No,35,No
659629,2010-12-06,11:29,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,37,No
659646,2010-12-06,12:03,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Mastercard,H.B.|880-3254,No,No,27,No
659651,2010-12-06,16:55,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.W.|880-7199,No,No,38,Yes
659692,2010-12-06,14:40,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,W.B.|880-9647,Yes,No,38,Yes
659699,2010-12-06,14:00,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,V.W.|880-8599,No,No,53,Yes
659700,2010-12-06,11:45,D218/FN,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,P.N.|880-3021,No,No,34,No
659720,2010-12-08,16:45,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,P.N.|880-3021,No,No,18,No
659720,2010-12-08,16:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,P.N.|880-3021,No,No,18,No
659731,2010-12-08,11:16,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,Y.P.|880-6894,Yes,No,43,No
659750,2010-12-09,15:01,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,27,No
659750,2010-12-09,15:01,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,L.W.|880-4986,No,No,27,No
659750,2010-12-09,15:01,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,L.W.|880-4986,No,No,27,No
659759,2010-12-09,13:17,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.Y.|880-3139,No,No,30,No
659765,2010-12-09,14:23,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,Z.Q.|880-4240,Yes,No,27,No
659788,2010-12-10,10:32,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Check,H.B.|880-3254,No,No,7,Yes
659807,2010-12-10,13:36,D192/PN,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.Y.|880-6845,No,No,50,No
659830,2010-12-10,10:07,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,W.C.|880-4861,No,No,31,Yes
659835,2010-12-10,16:01,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Visa,W.B.|880-9647,No,No,44,No
659855,2010-12-10,18:27,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,U.O.|880-3720,No,No,67,No
659882,2010-12-10,13:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,Z.T.|880-7477,Yes,Yes,46,No
659895,2010-12-11,11:38,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,L.C.|880-6872,No,No,25,No
659916,2010-12-12,14:19,L210/CS,210,Lego,Cowboys with Horses,6 and up,1,9.45,4.63,Visa,C.X.|880-3590,No,No,42,Yes
659916,2010-12-12,14:19,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,C.X.|880-3590,No,No,42,Yes
659936,2010-12-13,11:38,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,L.C.|880-6872,No,No,38,No
659976,2010-12-13,12:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,W.C.|880-4861,No,No,25,No
659976,2010-12-13,12:45,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,W.C.|880-4861,No,No,25,No
659976,2010-12-13,12:45,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,W.C.|880-4861,No,No,25,No
660004,2010-12-13,16:22,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,W.B.|880-9647,Yes,No,43,No
660020,2010-12-14,20:35,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Gift Card,B.X.|880-9149,No,No,67,No
660045,2010-12-14,13:21,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,B.X.|880-9149,No,No,34,Yes
660045,2010-12-14,13:21,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,B.X.|880-9149,No,No,34,Yes
660066,2010-12-14,11:16,D254/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Mastercard,D.U.|880-2953,No,No,34,No
660066,2010-12-14,11:16,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,D.U.|880-2953,No,No,34,No
660066,2010-12-14,11:16,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,D.U.|880-2953,No,No,34,No
660097,2010-12-14,14:00,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,B.X.|880-9149,Yes,Yes,39,No
660117,2010-12-15,13:02,D192/PN,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.V.|880-5987,Yes,No,35,No
660150,2010-12-15,10:01,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,B.B.|880-9330,No,No,38,No
660150,2010-12-15,10:01,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Gift Card,B.B.|880-9330,No,No,38,No
660165,2010-12-15,13:51,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.B.|880-9330,No,No,41,No
660208,2010-12-15,15:15,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Z.Q.|880-4240,No,No,39,No
660241,2010-12-15,12:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,L.C.|880-6872,No,Yes,41,Yes
660241,2010-12-15,12:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,L.C.|880-6872,No,Yes,41,Yes
660275,2010-12-16,11:27,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,W.B.|880-9647,No,No,44,Yes
660317,2010-12-16,13:17,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,U.W.|880-9683,No,No,38,No
660317,2010-12-16,13:17,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,U.W.|880-9683,No,No,38,No
660341,2010-12-16,10:45,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,L.W.|880-4986,No,No,40,No
660374,2010-12-16,15:52,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,U.O.|880-3720,No,Yes,40,No
660374,2010-12-16,15:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Mastercard,U.O.|880-3720,No,Yes,40,No
660413,2010-12-16,13:23,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.T.|880-7477,No,No,38,No
660413,2010-12-16,13:23,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.T.|880-7477,No,No,38,No
660459,2010-12-16,15:48,D199/SR,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,S.V.|880-5987,No,No,35,No
660490,2010-12-16,10:12,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,L.W.|880-4986,No,No,34,Yes
660503,2010-12-16,20:53,D198/LX,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,C.X.|880-3590,No,No,29,No
660544,2010-12-16,15:32,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,Z.Q.|880-4240,No,No,40,No
660556,2010-12-16,12:57,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.W.|880-6237,No,No,41,No
660562,2010-12-17,15:18,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,H.B.|880-3254,Yes,No,32,No
660563,2010-12-17,11:56,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,B.B.|880-9330,No,No,36,No
660571,2010-12-17,10:11,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,U.O.|880-3720,No,No,40,No
660571,2010-12-17,10:11,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,U.O.|880-3720,No,No,40,No
660576,2010-12-18,15:12,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,N.W.|880-6237,No,No,30,Yes
660585,2010-12-18,12:06,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,3,29.85,13.44,Mastercard,B.Y.|880-6845,No,Yes,40,No
660585,2010-12-18,12:06,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,B.Y.|880-6845,No,Yes,40,No
660633,2010-12-18,11:17,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,S.V.|880-5987,No,No,36,No
660633,2010-12-18,11:17,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,S.V.|880-5987,No,No,36,No
660668,2010-12-18,12:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Visa,B.Y.|880-6845,No,No,42,No
660668,2010-12-18,12:24,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.Y.|880-6845,No,No,42,No
660685,2010-12-19,12:01,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Gift Card,N.W.|880-6237,No,No,31,No
660685,2010-12-19,12:01,L340/FS,340,Lego,Fire Trucks,6 and up,2,69.9,39.84,Gift Card,N.W.|880-6237,No,No,31,No
660685,2010-12-19,12:01,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,N.W.|880-6237,No,No,31,No
660707,2010-12-20,12:01,D192/PN,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,A.U.|880-2167,No,No,30,No
660757,2010-12-20,12:59,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,B.Y.|880-6845,No,No,51,Yes
660805,2010-12-21,13:11,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,D.S.|880-7532,No,No,45,No
660845,2010-12-21,15:29,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Z.T.|880-7477,No,No,38,No
660893,2010-12-21,10:17,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Visa,Z.Q.|880-4240,No,No,27,Yes
660926,2010-12-21,16:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,D.W.|880-7199,No,No,39,Yes
660964,2010-12-21,8:19,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,H.B.|880-3254,No,No,48,No
660989,2010-12-21,15:51,L196/AR,196,Lego,Antique Car,8 and up,3,23.85,13.35,Cash,V.W.|880-8599,No,No,73,No
660994,2010-12-21,12:54,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,C.X.|880-3590,No,No,31,No
661002,2010-12-22,15:02,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,L.W.|880-4986,No,No,35,No
661044,2010-12-22,8:52,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,W.C.|880-4861,No,No,40,Yes
661083,2010-12-22,18:15,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,A.U.|880-2167,No,No,48,Yes
661083,2010-12-22,18:15,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,A.U.|880-2167,No,No,48,Yes
661083,2010-12-22,18:15,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,A.U.|880-2167,No,No,48,Yes
661121,2010-12-23,12:52,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,S.V.|880-5987,No,No,37,No
661154,2010-12-24,16:18,L210/CS,210,Lego,Cowboys with Horses,6 and up,1,9.45,4.63,Gift Card,V.W.|880-4523,No,No,35,No
661195,2010-12-24,10:36,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,B.X.|880-9149,No,No,49,No
661234,2010-12-24,13:44,D198/LX,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.U.|880-2953,No,No,54,No
661236,2010-12-24,13:19,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,P.N.|880-3021,Yes,No,42,No
661251,2010-12-25,16:49,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,B.Y.|880-6845,No,No,50,No
661251,2010-12-25,16:49,D254/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Visa,B.Y.|880-6845,No,No,50,No
661286,2010-12-25,12:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,U.O.|880-3720,No,No,39,No
661326,2010-12-25,14:31,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-4523,No,No,11,Yes
661368,2010-12-25,19:24,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,H.B.|880-3254,No,No,36,Yes
661387,2010-12-25,14:20,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Cash,S.V.|880-5987,No,No,43,No
661403,2010-12-25,14:46,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,D.U.|880-2953,No,Yes,39,No
661431,2010-12-25,15:06,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Mastercard,S.Y.|880-3139,No,No,39,Yes
661475,2010-12-25,10:13,L252/LR,255,Duplo,Farming Scene,7 and up,4,99.8,64.88,Mastercard,W.B.|880-9647,Yes,No,42,No
661481,2010-12-31,12:12,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,P.N.|880-3021,No,No,33,Yes
661528,2011-01-05,11:54,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,N.W.|880-6237,No,No,50,No
661558,2011-01-06,10:06,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,P.N.|880-3021,Yes,Yes,33,No
661568,2011-01-21,16:55,D198/LX,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,W.B.|880-9647,No,No,39,No
661602,2011-01-23,13:59,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,U.W.|880-9683,No,No,16,No
661635,2011-01-31,8:40,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,Z.T.|880-7477,No,No,32,No
661651,2011-02-08,15:25,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.X.|880-9149,No,No,31,No
661651,2011-02-08,15:25,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,B.X.|880-9149,No,No,31,No
661664,2011-02-22,15:43,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,S.V.|880-5987,No,No,25,No
661664,2011-02-22,15:43,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,S.V.|880-5987,No,No,25,No
661705,2011-02-28,15:21,D218/FN,192,Duplo,Policemen,6 and up,5,49.75,25.85,Gift Card,D.Z.|880-1179,No,No,40,No
661721,2011-02-28,14:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Visa,A.U.|880-2167,No,Yes,55,No
661734,2011-03-12,13:06,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,Z.T.|880-7477,No,No,47,No
661758,2011-03-18,12:53,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Mastercard,B.Y.|880-6845,No,No,61,No
661758,2011-03-18,12:53,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,B.Y.|880-6845,No,No,61,No
661772,2011-03-25,9:26,L197/FS,199,Duplo,Scooter,4 and up,2,9.9,5.04,Cash,N.C.|880-3850,No,No,43,No
661774,2011-04-19,9:30,L252/LR,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,Y.P.|880-6894,No,No,32,Yes
661786,2011-04-19,15:30,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Check,S.Y.|880-3139,No,No,25,No
661786,2011-04-19,15:30,L210/CS,210,Lego,Cowboys with Horses,6 and up,2,18.9,9.26,Check,S.Y.|880-3139,No,No,25,No
661817,2011-04-28,18:00,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,W.C.|880-4861,No,No,32,No
661861,2011-05-07,12:36,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,V.W.|880-8599,No,No,37,No
661908,2011-05-08,14:52,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,P.N.|880-3021,No,No,27,No
661933,2011-05-08,13:28,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Cash,B.B.|880-9330,No,No,57,No
661972,2011-05-14,14:13,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,L.W.|880-4986,No,No,38,No
662019,2011-05-17,12:21,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,U.O.|880-3720,No,No,38,No
662019,2011-05-17,12:21,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,U.O.|880-3720,No,No,38,No
662065,2011-05-24,12:55,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,P.N.|880-3021,No,No,38,No
662065,2011-05-24,12:55,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,P.N.|880-3021,No,No,38,No
662065,2011-05-24,12:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,P.N.|880-3021,No,No,38,No
662077,2011-05-29,16:27,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.B.|880-9330,No,No,43,Yes
662078,2011-05-30,14:21,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,D.S.|880-7532,No,No,12,No
662095,2011-06-02,18:13,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,No,47,No
662095,2011-06-02,18:13,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,N.C.|880-3850,No,No,47,No
662140,2011-06-16,9:16,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,Y.P.|880-6894,No,No,37,No
662189,2011-06-20,8:01,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Check,D.W.|880-7199,Yes,No,34,No
662221,2011-06-23,15:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,A.U.|880-2167,No,No,43,No
662242,2011-06-25,8:20,L212/SD,212,Lego,Scooter and Stand,6 and up,2,9.9,4.46,Visa,Z.Q.|880-4240,No,No,39,No
